Filter: same-concept
Blocker: overlap_3
K: 5
Time: 2.9804203510284424 seconds
Recall: 0.7392996108949417

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'biswap', 'swapp', 'swapr', 'fourswap'], 'uniswap')
(1, 'instadapp_polygon-v2-InstaDefaultImplementation', ['instadapp', 'aada', 'bastion', 'metapoly', 'defil'], 'instadapp')
(0, 'dydx_LimitOrders1', ['vesper', 'badger', 'feiprotocol', 'yearnfinance', 'ren'], 'dydx')
(1, 'Paribu 4', ['paribu', 'paritex', 'deribit', 'spartanprotocol', 'paraswap'], 'paribu')
(1, 'fei_EthPCVDripper', ['vesper', 'tether', 'feiprotocol', 'badger', 'yearnfinance'], 'feiprotocol')
(1, 'maker_CLIPPER_MOM', ['maker', 'stake1', 'paperdao', 'percentfinance', 'bondappetit'], 'maker')
(1, 'aave_WETHGateway', ['agave', 'aave', 'ethichub', 'milkyway', 'morphoaave'], 'aave')
(0, 'synthetix_SynthsCOMP', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'bitfinex BTC cold wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'bitzcom'], 'bitfinex')
(1, 'aave_stableDebtTokenAddress - aAAVE', ['fluidtokens', 'agave', 'stake1', 'fortressloans', 'aave'], 'aave')
(1, 'bitfinex Near hot wallet', ['bitcom', 'bitfinex', 'wallex', 'dovewallet', 'coinex'], 'bitfinex')
(1, 'badger_StrategyBadgerRewards', ['badger', 'chatex', 'vesper', 'feiprotocol', 'yearnfinance'], 'badger')
(1, 'maker_MCD_CLIP_MANA_A', ['maker', 'stake1', 'yupana', 'mantradao', 'mangomarkets'], 'maker')
(0, 'synthetix_ProxysXTZ', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'harvestfinance_CRV-BUSD Pool', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'tether'], 'harvestfinance')
(1, 'IndoEx LTD', ['indoex', 'indodax', 'nexchange', 'empoex', 'rampnetwork'], 'indoex')
(0, 'synthetix_ProxySynthetixUse ProxyERC20', ['feiprotocol', 'tether', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'Terra Pool', ['terrapool', 'dpool', 'cointerra', 'emcdpool', 'batpool'], 'terrapool')
(0, 'NEST Protocol: Mining Pool', ['dpool', 'emcdpool', 'batpool', 'arkpool', 'aaopool'], 'nest')
(0, 'kucoin USDC reserves', ['coin', 'dcoin', '1coincom', '1coin', 'coinxtrader'], 'kucoin')
(1, 'Binance 2', ['binance', 'mmfinance', 'jetfuelfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(0, 'synthetix_TokenStatesBNB', ['chatex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(1, 'Poloniex: BNT', ['poloniex', 'polyx', 'oolongswap', 'polyzap', 'graviex'], 'poloniex')
(1, 'Bter.com', ['bter', 'clevercoin', 'zg', 'zbcom', 'purcow'], 'bter')
(0, 'synthetix_ProxysEOS', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'LakeBTC.com', ['lakebtc', 'btcc', 'btce', 'btc38', 'btcex'], 'lakebtc')
(1, 'harvestfinance_Profit Sharing', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'feiprotocol'], 'harvestfinance')
(1, 'convex_CVX Rewards', ['convex', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'convex')
(0, 'aave_LendingPoolCollateralManager', ['klend', 'atlendis', '0xlend', 'solend', 'lendingpond'], 'aave')
(1, 'curvefinance_IronBank-StableSwapIB', ['curve', 'sfinance', 'kswap', 'swapp', 'swapr'], 'curve')
(1, 'harvestfinance_YFI Pool', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'feiprotocol'], 'harvestfinance')
(1, 'curvefinance_DUSD-DepositDUSD', ['curve', 'sfinance', 'x7finance', 'agsfinance', 'ginfinance'], 'curve')
(0, 'synthetix_TokenStateiYFI', ['chatex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(1, 'bitfinex Algorand Cold Wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'bitx'], 'bitfinex')
(1, 'instadapp_mainnet-v1-InstaPool', ['instadapp', 'aada', 'annex', 'metapoly', 'clearpool'], 'instadapp')
(1, 'maker_PIP_KNC', ['maker', 'stake1', 'benqi', 'ironbank', 'tenderfinance'], 'maker')
(0, 'Huobi Mining Pool', ['dpool', 'emcdpool', 'batpool', 'aaopool', 'arkpool'], 'huobi')
(1, 'bitfinex Polygon cold wallet', ['bitfinex', 'bitcom', 'wallex', 'polyx', 'dovewallet'], 'bitfinex')
(1, 'JetWin.com', ['jetwincom', '777coincom', 'betchaincom-old', 'satoshicirclecom', 'bitzillionscom'], 'jetwincom')
(1, 'HitBTC 1', ['hitbtc', 'btcc', 'btce', 'fatbtc', 'rightbtc'], 'hitbtc')
(1, 'curvefinance_PAX-CurveTokenV1', ['curve', 'sfinance', 'x7finance', 'vvsfinance', 'dexfinance'], 'curve')
(0, 'barnbridge_EToken WETH/WBTC 25/75', ['badger', 'tether', 'yearnfinance', 'vesper', 'feiprotocol'], 'barnbridge')
(0, 'synthetix_TokenStateiDASH', ['chatex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(0, 'synthetix_ProxyiDASH', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'Inputs.io', ['inputsio', 'coinpaymentsnet', 'updownbt', 'swingdao', 'chatex'], 'inputsio')
(1, 'MaiCoin 1', ['coin', 'maicoin', '1coincom', 'coinw', 'coinxtrader'], 'maicoin')
(1, 'BTCCPool', ['btccpool', 'dpool', 'btccom', 'batpool', 'arkpool'], 'btccpool')
(1, 'aave_aAmmUniCRVWETH', ['agave', 'unilend', 'aave', 'ethichub', 'tectonic'], 'aave')
(1, 'Gemini 5', ['gemini', 'miniswap', 'emirex', 'koinim', 'emiswap'], 'gemini')
(0, 'SilkRoadMarketplace', ['hydramarket', 'wallstreetmarket', 'gumballprotocol', 'only1', 'opensea'], 'silkroadmarketplace')
(0, 'barnbridge_DiamondCutFacet', ['badger', 'yearnfinance', 'vesper', 'feiprotocol', 'ren'], 'barnbridge')
(1, 'TOPBTC TOKEN (TOPB)', ['topbtc', 'latoken', 'tokenize', 'tokenomy', 'tokencan'], 'topbtc')
(0, 'synthetix_TokenStatesDEFI', ['chatex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(0, 'synthetix_CollateralShort', ['chatex', 'tether', 'feiprotocol', 'vesper', 'badger'], 'synthetix')
(0, 'NovaBlock', ['1hash', 'antpoolcom', 'btcnuggets', 'sbicrypto', 'kucoin'], 'novablock')
(1, 'curvefinance_AAVE-LiquidityGaugeV2', ['liquidityfinance', 'curve', 'sfinance', 'x7finance', 'dexfinance'], 'curve')
(1, 'Liquid 2', ['liquid', 'incrementswap', 'valueliquid', 'kava', 'liquidswap'], 'liquid')
(1, 'badger_BadgerGeyser', ['badger', 'vesper', 'feiprotocol', 'yearnfinance', 'ren'], 'badger')
(0, 'barnbridge_PoolFactory', ['badger', 'yearnfinance', 'vesper', 'feiprotocol', 'ren'], 'barnbridge')
(1, 'Binance 31', ['binance', 'mmfinance', 'jetfuelfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'instadapp_COMP-A', ['instadapp', 'aada', 'compound', 'stake1', 'bondappetit'], 'instadapp')
(1, 'harvestfinance_CRV:FARM', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'flr'], 'harvestfinance')
(1, 'maker_MCD_JOIN_YFI_A', ['maker', 'stake1', 'benqi', 'ironbank', 'tenderfinance'], 'maker')
(1, 'BTCOracle.com', ['btcoraclecom', 'satoshicirclecom', 'coinroyalecom', 'yabtclcom', '999dicecom'], 'btcoraclecom')
(1, 'curvefinance_USDN-LiquidityGauge', ['liquidityfinance', 'curve', 'sfinance', 'x7finance', 'dfxfinance'], 'curve')
(1, 'curvefinance_3pool Deposit Zap', ['curve', 'sfinance', 'x7finance', 'vvsfinance', 'kuufinance'], 'curve')
(1, 'Leancy.com', ['leancycom', 'bitpaycom', 'cryptobountycom', 'btctcom', 'comkort'], 'leancycom')
(1, 'curvefinance_CryptoLPBurner', ['curve', 'sfinance', 'nerve', 'x7finance', 'cryptocom'], 'curve')
(0, 'synthetix_ProxyiADA', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'huobi reserve wallets BTC', ['huobi', 'dovewallet', 'wallex', 'btcc', 'btce'], 'huobi')
(1, 'instadapp_GELATO-AAVE-A', ['instadapp', 'aada', 'agave', 'stake1', 'bondappetit'], 'instadapp')
(1, 'compound_DSR_Kink_9000bps_Jump_12000bps_AssumedRF_20000bps', ['compound', 'umee', 'morphoaave', 'acumen', 'commodo'], 'compound')
(1, 'aave_variableDebtTokenAddress-aAmmUSDC', ['ssap', 'larix', 'agave', 'fluidtokens', 'aave'], 'aave')
(1, 'badger_native.badger-reward', ['badger', 'vesper', 'feiprotocol', 'yearnfinance', 'ren'], 'badger')
(1, 'curvefinance_GUSD-LiquidityGauge', ['liquidityfinance', 'curve', 'sfinance', 'x7finance', 'ginfinance'], 'curve')
(0, 'synthetix_ExchangeCircuitBreaker', ['chatex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(1, 'BitMEX 1', ['bitme', 'bitmex', 'bitcom', 'bitzcom', 'bitznetwork'], 'bitmex')
(0, 'synthetix_StakingRewardsiBTC', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'BitBay.net', ['bitcom', 'bitbay', 'itbit', 'bitbaypl', 'bitbank'], 'bitbay')
(1, 'Bitminter', ['bitmintercom', 'cointerra', 'gbminers', 'kncminercom', 'deepbitnet'], 'bitmintercom')
(1, 'vesper_revenueSplitter', ['vesper', 'harvestfinance', 'badger', 'feiprotocol', 'yearnfinance'], 'vesper')
(1, 'instadapp_polygon-v1-InstaAccount', ['instadapp', 'aada', 'metapoly', 'stake1', 'bondappetit'], 'instadapp')
(1, 'DoctorDMarket', ['doctordmarket', 'cannabisroadmarket', 'greenroadmarket', 'silkroadmarketplace', 'agoramarket'], 'doctordmarket')
(1, 'Coinbase: Commerce', ['coin', 'coinbase', 'coinmerce', '1coin', 'dcoin'], 'coinbase')
(1, 'bitfinex Polygon hot wallet', ['bitfinex', 'bitcom', 'wallex', 'polyx', 'dovewallet'], 'bitfinex')
(1, 'aave_stableDebtTokenAddress - aKNC', ['fluidtokens', 'agave', 'stake1', 'fortressloans', 'aave'], 'aave')
(1, 'Binance Wrapped BTC (BBTC)', ['btcc', 'binance', 'btce', 'reffinance', 'acsifinance'], 'binance')
(1, 'HitBTC Token (HIT)', ['hitbtc', 'latoken', 'tokencan', 'tokenomy', 'btce'], 'hitbtc')
(1, 'maker_MCD_CLIP_BAL_A', ['maker', 'stake1', 'valasfinance', 'paladinfinance', 'benqi'], 'maker')
(0, 'synthetix_ProxysFTSE', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'Gatecoin.com', ['gate', 'coin', 'gatecoin', 'decoin', 'coinxtrader'], 'gatecoin')
(1, 'curvefinance_RSV-CurveTokenV2', ['curve', 'sfinance', 'x7finance', 'soyfinance', 'reffinance'], 'curve')
(0, 'synthetix_SynthiEOS', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'badger_BadgerHunt', ['badger', 'vesper', 'feiprotocol', 'yearnfinance', 'ren'], 'badger')
(1, 'Binance 30', ['binance', 'mmfinance', 'jetfuelfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'uniswap_v3_pool_ETH_ADS', ['uniswap', 'biswap', 'swapr', 'cswap', '1swap'], 'uniswap')
(1, 'aave_variableDebtTokenAddress-aAmmUniCRVWETH', ['ssap', 'agave', 'fluidtokens', 'larix', 'aave'], 'aave')
(1, 'compound_cBAT', ['compound', 'morphoaave', 'commodo', 'fountainprotocol', 'hundredfinance'], 'compound')
(1, 'maker_MCD_CLIP_CALC_UNIV2DAIUSDC_A', ['maker', 'stake1', 'unilend', 'usdfilending', 'unionprotocol'], 'maker')
(1, 'maker_MCD_CLIP_UNIV2ETHUSDT_A', ['maker', 'stake1', 'unilend', 'ethichub', 'usdfilending'], 'maker')
(0, 'Yourbtc.net', ['btccom', '50btccom', 'btccpool', 'viabtc', 'btcguildcom'], 'yourbtcnet')
(1, 'curvefinance_sUSD-DepositSUSD', ['curve', 'sfinance', 'x7finance', 'dexfinance', 'dfxfinance'], 'curve')
(1, 'Huobi 18', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'aprobit'], 'huobi')
(1, 'tornado.cash', ['sinbadio', 'tornado', 'sideshift', 'blenderio'], 'tornado')
(1, 'uniswap_TickLens', ['uniswap', 'biswap', '1swap', 'swapp', 'kswap'], 'uniswap')
(1, 'maker_MCD_CLIP_CALC_UNIV2AAVEETH_A', ['maker', 'agave', 'stake1', 'aave', 'unilend'], 'maker')
(1, 'aave_aSUSD', ['agave', 'morphoaave', 'aave', 'usdfilending', 'sushiswap'], 'aave')
(0, 'Bitparking', ['arkpool', 'cloudhashingcom', 'bitfuryorg', 'bitcoincom', 'bitcoinrussia'], 'bitparking')
(1, 'aave_arc_AaveArcTimelockExecutor', ['meld', 'unlockd', 'timeswap', 'agave', 'aave'], 'aave')
(1, 'convex_CVX/ETH SLP', ['convex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'convex')
(0, 'aave_rwa_LendingPoolCollateralManager', ['klend', 'mahalend', 'everlend', 'atlendis', 'lendingpond'], 'aave')
(1, 'Binance 29', ['binance', 'mmfinance', 'jetfuelfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'maker_MCD_CLIP_CALC_ETH_A', ['maker', 'stake1', 'ethichub', 'acala', 'fraxfinance'], 'maker')
(1, 'instadapp_MAKERDAO-A', ['maker', 'instadapp', 'stake1', 'aada', 'paperdao'], 'instadapp')
(1, 'aave_variableDebtTokenAddress-aAmmWETH', ['ssap', 'fluidtokens', 'agave', 'larix', 'aave'], 'aave')
(1, 'binance reserve wallets USDT', ['dovewallet', 'wallex', 'binance', 'curve', 'reffinance'], 'binance')
(1, 'badger_native.renCrv-strategy', ['badger', 'ren', 'chatex', 'vesper', 'feiprotocol'], 'badger')
(1, 'bitfinex Telos hot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'finexbox'], 'bitfinex')
(1, 'compound_DSR_Kink_9000bps_Jump_12000bps_AssumedRF_500bps', ['compound', 'umee', 'morphoaave', 'acumen', 'commodo'], 'compound')
(1, 'aave_stableDebtTokenAddress-aAmmUniDAIWETH', ['ssap', 'agave', 'fluidtokens', 'stake1', 'aave'], 'aave')
(1, 'maker_MCD_JUG', ['maker', 'stake1', 'benqi', 'ironbank', 'tenderfinance'], 'maker')
(0, 'KuCoin: Deployer', ['coin', 'fcoin', 'coinw', '1coincom', 'coinxtrader'], 'kucoin')
(0, 'synthetix_SynthsAUD', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'bitfinex Ripple XRP cold wallet', ['bitcom', 'bitfinex', 'wallex', 'dovewallet', 'ripplelabs'], 'bitfinex')
(1, 'maker_OSM_MOM', ['maker', 'stake1', 'commodo', 'benqi', 'ironbank'], 'maker')
(0, 'synthetix_SynthsEUR', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'Compound', ['revert', 'dogecompounder', 'morphoaave', 'compound', 'composable'], 'compound')
(1, 'bitfinex V-Systems hot wallet', ['bitcom', 'bitfinex', 'wallex', 'dovewallet', 'finexbox'], 'bitfinex')
(1, 'Polmine.pl', ['polminepl', 'waterfall', 'cryptcominercom', 'asicminer', 'cryptomineio'], 'polminepl')
(1, 'badger_native.sbtcCrv-strategy', ['badger', 'vesper', 'chatex', 'harvestfinance', 'feiprotocol'], 'badger')
(1, 'bitfinex Tron TRX/TRC10/TRC20 cold wallet', ['bitcom', 'bitfinex', 'wallex', 'dovewallet', 'bitzcom'], 'bitfinex')
(0, 'synthetix_Liquidations', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'Eligius', ['eligiusst', '1hash', 'eclipsemccom', 'sbicrypto', 'kucoin'], 'eligiusst')
(1, 'maker_PIP_MANA', ['maker', 'stake1', 'yupana', 'mantradao', 'mangomarkets'], 'maker')
(0, '1inch_Mooni Factory', ['pact', 'mooniswap', 'moonlift', 'tonic', 'sonic'], '1inch')
(1, 'curvefinance_Ownership-VotingApp', ['curve', 'sfinance', 'nerve', 'x7finance', 'kuufinance'], 'curve')
(0, 'AlphaBayMarket', ['hydramarket', 'wallstreetmarket', 'gumballprotocol', 'only1', 'opensea'], 'alphabaymarket')
(1, 'Purse.io', ['purseio', 'cryptomineio', 'gizadao', 'haobtccom', 'swingdao'], 'purseio')
(0, 'Nmcbit', ['bitfuryorg', 'bitcoincom', 'bitcoinrussia', 'bitclubnetwork', 'deepbitnet'], 'nmcbit')
(1, 'Binance: Contract', ['binance', 'reffinance', 'mmfinance', 'fuzzfinance', 'acsifinance'], 'binance')
(1, 'Antpool', ['antpoolcom', 'dpool', 'batpool', 'f2pool', 'btccpool'], 'antpoolcom')
(1, 'Delta Exchange Token (DETO)', ['xexchange', 'deltaexchange', 'xenaexchange', 'kuna', 'vccexchange'], 'deltaexchange')
(1, 'fei_Core', ['feiprotocol', 'vesper', 'badger', 'yearnfinance', 'ren'], 'feiprotocol')
(1, 'curvefinance_USDN-CurveTokenV2', ['curve', 'sfinance', 'x7finance', 'reffinance', 'agsfinance'], 'curve')
(1, 'bitfinex Omni (Omni protocol) hot wallet', ['bitfinex', 'bitcom', 'wallex', 'apexpro', 'protofi'], 'bitfinex')
(0, 'LoopringCoin V2 (LRC)', ['coin', 'coingi', '1coincom', 'coinw', 'dcoin'], 'loopring')
(1, 'Gate.io 2', ['gate', 'catex', 'gatecoin', 'coingate', 'cpatex'], 'gate')
(1, 'maker_MCD_JOIN_BAL_A', ['maker', 'stake1', 'valasfinance', 'paladinfinance', 'benqi'], 'maker')
(0, 'Zeus Token (ZST)', ['latoken', 'tokencan', 'tokenize', 'tokenomy', 'tokok'], 'zeusfinance')
(1, 'compound_Uni+Comptroller_MultiLabel', ['compound', 'morphoaave', 'euler', 'ruler', 'commodo'], 'compound')
(1, 'Resfinex (RES)', ['resfinex', 'coinex', 'finexbox', 'bitfinex', 'nexo'], 'resfinex')
(1, 'bitfinex Elrond hot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'bitznetwork'], 'bitfinex')
(0, 'synthetix_CollateralStateErc20', ['chatex', 'tether', 'feiprotocol', 'vesper', 'badger'], 'synthetix')
(1, 'SealsWithClubs.eu', ['sealswithclubseu', 'swingdao', 'deepseadao', 'updownbt', 'maiadao'], 'sealswithclubseu')
(1, 'instadapp_mainnet-v1-InstaConnectors', ['instadapp', 'aada', 'annex', 'tectonic', 'stake1'], 'instadapp')
(0, 'synthetix_SynthsTRX', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'bitfinex Cosmos cold wallet', ['bitcom', 'bitfinex', 'wallex', 'dovewallet', 'bitx'], 'bitfinex')
(1, 'Coinichiwa.com', ['coinichiwacom', 'dicecoinio', '777coincom', 'coinrollcom', 'betcointm'], 'coinichiwacom')
(1, 'CrimeNetwork.biz', ['crimenetworkbiz', 'crimenetworkco', 'crimenetworkcc', 'crimenetbiz', 'coinworkercom'], 'crimenetworkbiz')
(1, 'Bithumb 7', ['bitcom', 'bithumb', 'bitzcom', 'bitznetwork', 'bitx'], 'bithumb')
(1, 'binance reserve wallets BNB', ['dovewallet', 'wallex', 'curve', 'binance', 'reffinance'], 'binance')
(1, 'Bit-Z', ['bitznetwork', 'bitcom', 'bitzlato', 'bitzcom', 'bitasset'], 'bitzcom')
(0, 'ShapeShift 6', ['busha', 'yapeswap', 'apeswap', 'apexswap', 'meshswap'], 'shapeshift')
(1, 'curvefinance_AAVE-CurveTokenV3', ['curve', 'sfinance', 'x7finance', 'kuufinance', 'dfxfinance'], 'curve')
(1, 'Poloniex', ['poloniex', 'oolongswap', 'polyx', 'polyzap', 'graviex'], 'poloniex')
(1, 'harvestfinance_fUSDC', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'tether'], 'harvestfinance')
(1, 'Deepbit', ['deepbitnet', 'bitfuryorg', 'bitcoincom', 'bitcoinrussia', 'bitclubnetwork'], 'deepbitnet')
(0, 'synthetix_TokenStateiREN', ['ren', 'chatex', 'tether', 'vesper', 'badger'], 'synthetix')
(1, 'harvestfinance_Harvester', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'badger'], 'harvestfinance')
(0, 'synthetix_TokenStatesJPY', ['chatex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(1, 'vesper_VETH-poolRewards', ['vesper', 'harvestfinance', 'tether', 'badger', 'feiprotocol'], 'vesper')
(1, 'uniswap_Multicall2', ['uniswap', 'biswap', 'fourswap', 'hswap', '1swap'], 'uniswap')
(1, 'fei_FeiRari DAI Interest Rate Model', ['chatex', 'harvestfinance', 'badger', 'feiprotocol', 'vesper'], 'feiprotocol')
(1, 'Kryptono Token', ['kryptono', 'xtoken', 'cryptox', 'latoken', 'kryptodex'], 'kryptono')
(0, '0x_Forwarder-v4', ['wardenswap', 'nerve', 'lizard', 'swerve', 'deridex'], '0x')
(1, 'OTCBTC', ['otcbtc', 'btcbox', 'btcc', 'btce', 'btc38'], 'otcbtc')
(1, 'compound_Poster', ['compound', 'morphoaave', 'commodo', 'demeter', 'kava'], 'compound')
(1, 'bitfinex GMT hot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'bitx'], 'bitfinex')
(0, 'synthetix_ProxysKRW', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'Bitfinex: Old Address 2', ['nex', 'bitcom', 'bitfinex', 'resfinex', 'bitx'], 'bitfinex')
(0, 'Xbtc.exx.com&bw.com', ['btccom', '50btccom', 'viabtc', 'btcguildcom', 'btccpool'], 'exx')
(0, 'dydx_TestInterestSetter42', ['harvestfinance', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'dydx')
(1, 'curvefinance_pBTC-DepositPBTC', ['curve', 'sfinance', 'x7finance', 'dfxfinance', 'reffinance'], 'curve')
(1, 'Huobi 5', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'probit'], 'huobi')
(1, 'harvestfinance_fCRV-TBTC', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'badger'], 'harvestfinance')
(1, 'renvm_DarknodePayment', ['ren', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'ren')
(1, 'uniswap_TransparentUpgradeableProxy', ['uniswap', 'biswap', 'hswap', '1swap', 'swapp'], 'uniswap')
(1, 'instadapp_polygon-v2-InstaImplementationM2', ['instadapp', 'aada', 'bastion', 'chintai', 'metapoly'], 'instadapp')
(1, 'maker_PIP_ETH', ['maker', 'stake1', 'ethichub', 'fraxfinance', 'bondappetit'], 'maker')
(1, '1hash', ['1hash', '1thash', 'ghashio', 'cloudhashingcom', 'viabtc'], '1hash')
(1, 'uniswap_UniswapV2UNIGovernorAplhaV1', ['uniswap', 'biswap', 'hswap', '1swap', 'fourswap'], 'uniswap')
(1, 'okx reserves wallets', ['okex', 'wallex', 'dovewallet', 'letsbit', 'independentreserve'], 'okex')
(1, 'BIKICOIN TOKEN (BIKI)', ['biki', 'coin', '1coin', 'coinxtrader', 'coinw'], 'biki')
(0, 'aave_variableDebtTokenAddress-aAmmUniDAIUSDC', ['ssap', 'fluidtokens', 'agave', 'larix', 'unilend'], 'aave')
(1, 'Tether EUR', ['tether', 'clipper', 'geth', 'ethernity', 'myetherwallet'], 'tether')
(1, 'curvefinance_oBTC-CurveTokenV3', ['curve', 'sfinance', 'x7finance', 'reffinance', 'agsfinance'], 'curve')
(0, 'Digitalbtc', ['btccom', 'btccpool', '50btccom', 'viabtc', 'eligiusst'], 'digitalbtc')
(0, 'aave_stableDebtTokenAddress-aAmmUniDAIUSDC', ['ssap', 'agave', 'fluidtokens', 'stake1', 'unilend'], 'aave')
(0, 'synthetix_SynthsNFLX', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'VirWoX.com', ['virwox', 'zg', 'zbcom', '796', 'excoino'], 'virwox')
(1, 'OpenOcean (OOE)', ['openoceanfinance', 'oceanex', 'openswap', 'europex', 'openleverage'], 'openoceanfinance')
(1, 'AntPool.com', ['antpoolcom', 'f2pool', 'dpool', 'slushpoolcom', 'batpool'], 'antpoolcom')
(1, 'Gate.io: Contract', ['gate', 'tradeio', 'gatecoin', 'coingate', 'catex'], 'gate')
(1, 'badger_harvest', ['badger', 'harvestfinance', 'vesper', 'feiprotocol', 'yearnfinance'], 'badger')
(1, 'badger_native.sbtcCrv-vault', ['badger', 'vesper', 'harvestfinance', 'feiprotocol', 'yearnfinance'], 'badger')
(1, 'Huobi.com', ['huobi', 'huobikorea', 'huobijapan', 'biconomy', 'zg'], 'huobi')
(1, 'Hotbit 3', ['hotbit', 'bitcom', 'itbit', 'bitcm', 'bitzcom'], 'hotbit')
(1, 'aave_aBUSD', ['agave', 'morphoaave', 'aave', 'usdfilending', 'ironbank'], 'aave')
(1, 'aave_aAmmUniUNIWETH', ['agave', 'unilend', 'aave', 'ethichub', 'morphoaave'], 'aave')
(0, 'futureswap_FsProxyAdmin', ['feiprotocol', 'vesper', 'badger', 'yearnfinance', 'ren'], 'futureswap')
(0, 'aave_stableDebtTokenAddress-aAmmUniUSDCWETH', ['ssap', 'agave', 'fluidtokens', 'stake1', 'unilend'], 'aave')
(1, 'Poloniex: STORJ', ['poloniex', 'polyx', 'stormswap', 'coinstore', 'stormgain'], 'poloniex')
(0, 'Degen (DGN)', ['nitrogensportseu', 'satoshicirclecom', 'coinichiwacom', 'fairproofcom', 'satoshidicecom'], 'degenhaus')
(0, 'synthetix_StakingRewardssNFLXBalancer', ['yearnfinance', 'convex', 'harvestfinance', 'tether', 'vesper'], 'synthetix')
(1, 'Coin.mx', ['coin', 'coinmkt', 'fcoin', 'pinballcoincom', 'bitcoinwalletcom'], 'coin')
(1, 'Cointerra', ['cointerra', '58coin', 'ozcoin', 'terrapool', 'bitmintercom'], 'cointerra')
(1, 'curvefinance_Registry', ['curve', 'sfinance', 'x7finance', 'agsfinance', 'ginfinance'], 'curve')
(1, 'fei_FEI-ETH UniV2 Pair', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'feiprotocol')
(0, 'Ethfinex: Old Contract 3', ['nex', 'coinex', 'nexo', 'cone', 'resfinex'], 'bitfinex')
(1, 'compound_cZRX', ['compound', 'morphoaave', 'commodo', 'fountainprotocol', 'hundredfinance'], 'compound')
(1, '58coin', ['58coin', 'kucoin', 'bitcoincom', 'bitcoinrussia', 'cointerra'], '58coin')
(1, 'badger_native.uniBadgerWbtc-strategy', ['badger', 'chatex', 'vesper', 'feiprotocol', 'yearnfinance'], 'badger')
(1, 'huobi reserve wallets ATOM', ['huobi', 'dovewallet', 'wallex', 'huobikorea', 'huobijapan'], 'huobi')
(0, 'Allcoin (ALC)', ['allcoin', 'coin', 'coinw', 'fcoin', '1coincom'], 'allcoincom')
(0, 'Btcdig', ['50btccom', 'btccpool', 'btccom', 'btcguildcom', 'btcnuggets'], 'btcdig')
