Filter: related-concept
Blocker: overlap_3
K: 1
Time: 7.18338680267334 seconds
Recall: 0.6575875486381323

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap'], 'uniswap')
(0, 'harvestfinance_fCRV-TBTC', ['tbtc'], 'harvestfinance')
(1, 'renvm_DarknodePayment', ['ren'], 'ren')
(1, 'uniswap_TransparentUpgradeableProxy', ['uniswap'], 'uniswap')
(1, 'instadapp_polygon-v2-InstaImplementationM2', ['instadapp'], 'instadapp')
(1, 'maker_PIP_ETH', ['maker'], 'maker')
(1, '1hash', ['1hash'], '1hash')
(1, 'uniswap_UniswapV2UNIGovernorAplhaV1', ['uniswap'], 'uniswap')
(1, 'okx reserves wallets', ['okex'], 'okex')
(1, 'BIKICOIN TOKEN (BIKI)', ['biki'], 'biki')
(0, 'aave_variableDebtTokenAddress-aAmmUniDAIUSDC', ['ssap'], 'aave')
(1, 'Tether EUR', ['tether'], 'tether')
(1, 'curvefinance_oBTC-CurveTokenV3', ['curve'], 'curve')
(0, 'Digitalbtc', ['btccom'], 'digitalbtc')
(0, 'aave_stableDebtTokenAddress-aAmmUniDAIUSDC', ['ssap'], 'aave')
(1, 'synthetix_SynthsNFLX', ['synthetix'], 'synthetix')
(1, 'VirWoX.com', ['virwox'], 'virwox')
(1, 'OpenOcean (OOE)', ['openoceanfinance'], 'openoceanfinance')
(1, 'AntPool.com', ['antpoolcom'], 'antpoolcom')
(1, 'Gate.io: Contract', ['gate'], 'gate')
(0, 'badger_harvest', ['dgex'], 'badger')
(0, 'badger_native.sbtcCrv-vault', ['tbtc'], 'badger')
(1, 'Huobi.com', ['huobi'], 'huobi')
(0, 'Hotbit 3', ['bitcom'], 'hotbit')
(0, 'aave_aBUSD', ['agave'], 'aave')
(0, 'aave_aAmmUniUNIWETH', ['agave'], 'aave')
(1, 'futureswap_FsProxyAdmin', ['futureswap'], 'futureswap')
(0, 'aave_stableDebtTokenAddress-aAmmUniUSDCWETH', ['ssap'], 'aave')
(1, 'Poloniex: STORJ', ['poloniex'], 'poloniex')
(0, 'Degen (DGN)', ['theopendaosos'], 'degenhaus')
(1, 'synthetix_StakingRewardssNFLXBalancer', ['synthetix'], 'synthetix')
(1, 'Coin.mx', ['coin'], 'coin')
(1, 'Cointerra', ['cointerra'], 'cointerra')
(1, 'curvefinance_Registry', ['curve'], 'curve')
(0, 'fei_FEI-ETH UniV2 Pair', ['unicly'], 'feiprotocol')
(0, 'Ethfinex: Old Contract 3', ['nex'], 'bitfinex')
(1, 'compound_cZRX', ['compound'], 'compound')
(1, '58coin', ['58coin'], '58coin')
(0, 'badger_native.uniBadgerWbtc-strategy', ['wbtc'], 'badger')
(1, 'huobi reserve wallets ATOM', ['huobi'], 'huobi')
(0, 'Allcoin (ALC)', ['coin'], 'allcoincom')
(0, 'Btcdig', ['btccpool'], 'btcdig')
(0, '1inch_Limit Order Protocol', ['feiprotocol'], '1inch')
(1, 'curvefinance_MUSD-StableSwapMUSD', ['curve'], 'curve')
(1, 'sushiswap_Treasury Multisig', ['sushiswap'], 'sushiswap')
(1, 'Compound Dai', ['compound'], 'compound')
(1, 'Bitfinex: MultiSig 1', ['bitfinex'], 'bitfinex')
(1, 'synthetix_TokenStateiXTZ', ['synthetix'], 'synthetix')
(1, 'maker_MCD_CLIP_CALC_UNIV2UNIETH_A', ['maker'], 'maker')
(0, 'aave_aENJ', ['morphoaave'], 'aave')
(1, 'GHash.io', ['ghashio'], 'ghashio')
(1, 'Kraken 5', ['kraken'], 'kraken')
(1, 'synthetix_DelegateApprovalsEternalStorage', ['synthetix'], 'synthetix')
(0, 'CoinDeal Token (CDL)', ['coin'], 'coindeal')
(1, 'harvestfinance_fCRV-BUSD', ['harvestfinance'], 'harvestfinance')
(1, 'vesper_VUSDC-feeWhiteList', ['vesper'], 'vesper')
(1, 'instadapp_InstaVestingFactory', ['instadapp'], 'instadapp')
(1, 'Binance 17', ['binance'], 'binance')
(1, 'curvefinance_bBTC-StableSwapBBTC', ['curve'], 'curve')
(0, 'badger_native.sushiDiggWbtc', ['wbtc'], 'badger')
(0, 'HaoBTC.com', ['btccom'], 'haobtccom')
(1, '8baochi', ['8baochi'], '8baochi')
(0, 'fei_EthLidoPCVDeposit', ['depth'], 'feiprotocol')
(1, 'CampBX.com', ['campbx'], 'campbx')
(0, 'Bitfinex: Deployer 2', ['nex'], 'bitfinex')
(1, 'compound_cYFI', ['compound'], 'compound')
(1, 'huobi reserve wallets MATIC', ['huobi'], 'huobi')
(1, 'maker_MCD_CLIP_ETH_B', ['maker'], 'maker')
(1, 'barnbridge_crUSDC Rewards Pool', ['barnbridge'], 'barnbridge')
(1, 'maker_MCD_JOIN_UNIV2USDCETH_A', ['maker'], 'maker')
(0, 'Triplemining', ['gbminers'], 'triplemining')
(1, 'Compound: Deployer 3', ['compound'], 'compound')
(1, 'uniswap_UniswapV2ETHWBTCUNIPool', ['uniswap'], 'uniswap')
(0, 'Tidex Token (TDX)', ['idex'], 'tidex')
(0, 'harvestfinance_fCRV-HBTC', ['hbtc'], 'harvestfinance')
(1, 'huobi reserve wallets HT', ['huobi'], 'huobi')
(1, 'CoinKite.com', ['coinkitecom'], 'coinkitecom')
(1, 'synthetix_EternalStorageLiquidations', ['synthetix'], 'synthetix')
(1, 'CrimeNet.biz', ['crimenetbiz'], 'crimenetbiz')
(1, 'SwCPoker.eu', ['swcpokereu'], 'swcpokereu')
(1, 'harvestfinance_CRV-HUSD Pool', ['harvestfinance'], 'harvestfinance')
(1, 'barnbridge_bb_aUSDC (Aave)', ['barnbridge'], 'barnbridge')
(1, 'compound_IRM_USDC_Updateable', ['compound'], 'compound')
(0, 'Ethfinex: Old Contract 2', ['nex'], 'bitfinex')
(0, 'aave_stableDebtTokenAddress - aUNI', ['fluidtokens'], 'aave')
(0, 'aave_aAmmUniMKRWETH', ['agave'], 'aave')
(0, 'Bithumb 5', ['bitcom'], 'bithumb')
(1, 'synthetix_ProxysLINK', ['synthetix'], 'synthetix')
(1, 'maker_MCD_CLIP_LRC_A', ['maker'], 'maker')
(0, 'Bithumb 10', ['bitcom'], 'bithumb')
(0, 'curvefinance_UniswapBurner', ['uniswap'], 'curve')
(1, 'synthetix_StakingRewardssBTCCurve', ['synthetix'], 'synthetix')
(1, 'synthetix_SynthiADA', ['synthetix'], 'synthetix')
(1, 'compound_StdComptroller_2_6', ['compound'], 'compound')
(0, 'maker_MCD_CLIP_CALC_LINK_A', ['oklink'], 'maker')
(1, 'maker_MCD_JOIN_RWA002_A', ['maker'], 'maker')
(1, 'Huobi 14', ['huobi'], 'huobi')
(0, 'CleverCoin.com', ['coin'], 'clevercoin')
(1, 'bitfinex Tron TRX/TRC10/TRC20 hot wallet', ['bitfinex'], 'bitfinex')
(0, 'badger_badgerHunt', ['dgex'], 'badger')
(1, 'balancer_SmartPoolFactory', ['balancer'], 'balancer')
(0, 'Indacoin.com', ['coin'], 'indacoin')
(1, 'curvefinance_MetaBurner', ['curve'], 'curve')
(1, 'HelixMixer', ['helixmixer'], 'helixmixer')
(1, 'barnbridge_EToken WETH/USDC 50/50', ['barnbridge'], 'barnbridge')
(0, 'OKEX Mining Pool 1', ['dpool'], 'okex')
(1, 'dydx_DoubleExponentInterestSetter1', ['dydx'], 'dydx')
(1, 'vesper_VETH-pool', ['vesper'], 'vesper')
(0, 'fei_FeiRari ETH (fETH-8)', ['larix'], 'feiprotocol')
(1, 'Binance 12', ['binance'], 'binance')
(1, 'curvefinance_tBTC-CurveTokenV2', ['curve'], 'curve')
(1, '1inch_Multicall', ['1inch'], '1inch')
(0, 'bitfinex Cardano ADA cold wallet', ['bitcom'], 'bitfinex')
(1, 'Tidex 2', ['tidex'], 'tidex')
(1, 'barnbridge_BarnFacet', ['barnbridge'], 'barnbridge')
(1, 'uniswap_v3_pool_USDC_USDT_005', ['uniswap'], 'uniswap')
(1, 'uniswap_v3_pool_XSGD_USDC', ['uniswap'], 'uniswap')
(1, 'barnbridge_bb_aDAI (Aave)', ['barnbridge'], 'barnbridge')
(0, 'aave_rwa_IncentivesController', ['centrifuge'], 'aave')
(1, 'Mercatox', ['mercatox'], 'mercatox')
(0, 'Kucoin 7', ['coin'], 'kucoin')
(0, 'Tigerpool.net', ['dpool'], 'tigerpoolnet')
(1, 'Cryptomine.io', ['cryptomineio'], 'cryptomineio')
(1, 'Huobi 36', ['huobi'], 'huobi')
(0, 'bitfinex Monero XMR cold wallet', ['bitcom'], 'bitfinex')
(0, 'badger_Uniswap BADGER/wBTC LP Pair', ['wbtc'], 'badger')
(0, 'kucoin reserve wallets', ['coin'], 'kucoin')
(0, '1inch_Governance Mothership', ['verse'], '1inch')
(1, 'sushiswap_MasterChefV2', ['sushiswap'], 'sushiswap')
(1, 'barnbridge_bb_aGUSD (Aave)', ['barnbridge'], 'barnbridge')
(0, 'bitfinex KAIhot wallet', ['bitcom'], 'bitfinex')
(1, 'instadapp_InstaImplementationM2137', ['instadapp'], 'instadapp')
(1, 'instadapp_mainnet-v1-InstaDydxFlash', ['instadapp'], 'instadapp')
(0, 'bitstamp', ['bitstamp'], 'bitstarzcom')
(0, 'bitfinex Certik hot wallet', ['bitcom'], 'bitfinex')
(1, 'Bitcoinica.com', ['bitcoinica'], 'bitcoinica')
(1, 'synthetix_SystemSettingsLib', ['synthetix'], 'synthetix')
(1, 'instadapp_polygon-v2-InstaConnectorsV2', ['instadapp'], 'instadapp')
(0, 'sushiswap_PeggedOracleV1', ['swapp'], 'sushiswap')
(0, 'Bitfinex: Deployer 4', ['nex'], 'bitfinex')
(0, 'Biconomy token (BIT)', ['bitcom'], 'biconomy')
(1, 'synthetix_SynthsXRP', ['synthetix'], 'synthetix')
(1, 'Btc38.com', ['btc38'], 'btc38')
(1, 'KnCMiner.com', ['kncminercom'], 'kncminercom')
(0, 'OKExPool', ['dpool'], 'okex')
(0, 'binance reserve wallets USDC', ['dovewallet'], 'binance')
(1, 'Bitstamp 2', ['bitstamp'], 'bitstamp')
(1, 'maker_PIP_AAVE', ['maker'], 'maker')
(0, 'aave_variableDebtTokenAddress-aAmmUniSNXWETH', ['ssap'], 'aave')
(0, 'fei_FEI-TRIBE UniV2 Pair', ['atrix'], 'feiprotocol')
(1, 'Binance JEX', ['binance'], 'binance')
(1, 'Binance 14', ['binance'], 'binance')
(1, 'instadapp_polygon_GELATO-AAAVE-A', ['instadapp'], 'instadapp')
(1, 'curvefinance_rETH-CurveTokenV3', ['curve'], 'curve')
(0, 'curvefinance_FRAX-LiquidityGaugeV2', ['liquidityfinance'], 'curve')
(0, 'harvestfinance_Sushiswap DAI:WETH Pool', ['sushiswap'], 'harvestfinance')
(0, 'curvefinance_RSV-LiquidityGaugeReward', ['liquidityfinance'], 'curve')
(1, 'Cubits.com', ['cubits'], 'cubits')
(1, 'compound_cLINK+WBTC2Delegate_MultiLabel', ['compound'], 'compound')
(0, 'maker_LRC', ['daomaker'], 'maker')
(0, 'bitfinex Ethereum Classic cold wallet', ['bitcom'], 'bitfinex')
(1, 'synthetix_ProxysXRP', ['synthetix'], 'synthetix')
(1, 'Cex.io', ['cex'], 'cex')
(0, 'curvefinance_EURS-LiquidityGaugeV2', ['liquidityfinance'], 'curve')
(0, 'maker_PIP_LINK', ['oklink'], 'maker')
(0, 'badger_StrategyCurveGaugeRenBtcCrv', ['dgex'], 'badger')
(1, 'maker_MCD_JOIN_MANA_A', ['maker'], 'maker')
(1, 'CoinSpot.com.au', ['coinspot'], 'coinspot')
(1, 'harvestfinance_fCRV-YPOOL', ['harvestfinance'], 'harvestfinance')
(0, 'ZBToken (ZB)', ['latoken'], 'zbcom')
(0, 'aave_arc_ProtocolDataProvider', ['bprotocol'], 'aave')
(1, 'synthetix_DebtCache', ['synthetix'], 'synthetix')
(1, 'instadapp_mainnet-v1-InstaAccount', ['instadapp'], 'instadapp')
(0, 'Curve.fi: Donate', ['gate'], 'curve')
(1, 'yearn_YFI', ['yearnfinance'], 'yearnfinance')
(0, 'aave_variableDebtTokenAddress - aWBTC', ['fluidtokens'], 'aave')
(1, 'badger_kernel', ['badger'], 'badger')
(0, 'aave_variableDebtTokenAddress - aDAI', ['aada'], 'aave')
(1, 'maker_PIP_GUSD', ['maker'], 'maker')
(0, '1inch_Governance Rewards', ['sfinance'], '1inch')
(0, 'Bithumb 12', ['bitcom'], 'bithumb')
(1, 'crypto.com reserves wallets', ['cryptocom'], 'cryptocom')
(0, 'nexus_Quotation', ['nex'], 'nexus')
(1, 'Bitfinex', ['bitfinex'], 'bitfinex')
(1, 'maker_MCD_CLIP_AAVE_A', ['maker'], 'maker')
(1, 'Hoo.com 5', ['hoo'], 'hoo')
(1, 'bitfinex Digibyte cold wallet', ['bitfinex'], 'bitfinex')
(1, 'PrimeDice.com', ['primedicecom'], 'primedicecom')
(0, 'BitcoinVideoCasino.com', ['coin'], 'bitcoinvideocasinocom')
(1, 'synthetix_ProxysDEFI', ['synthetix'], 'synthetix')
(1, 'uniswap_v3_pool_USDC_ETH_03', ['uniswap'], 'uniswap')
(1, 'curvefinance_TriCrypto-DepositZap', ['curve'], 'curve')
(1, 'harvestfinance_FARM token', ['harvestfinance'], 'harvestfinance')
(1, 'bitfinex XNS hot wallet', ['bitfinex'], 'bitfinex')
(0, 'bitfinex Tether USDt (Kusama) hot wallet', ['bitcom'], 'bitfinex')
(1, 'Coinbase 1', ['coinbase'], 'coinbase')
(1, 'synthetix_SynthsBNB', ['synthetix'], 'synthetix')
(1, 'maker_MCD_CLIP_CALC_USDT_A', ['maker'], 'maker')
(1, 'maker_MCD_CLIP_UNIV2AAVEETH_A', ['maker'], 'maker')
(1, 'Compound: Price Oracle Proxy', ['compound'], 'compound')
(1, 'barnbridge_EToken Factory', ['barnbridge'], 'barnbridge')
(0, 'aave_stableDebtTokenAddress-aAmmWBTC', ['ssap'], 'aave')
(1, 'BTC-e.com', ['btce'], 'btce')
(1, 'Chainroll.com', ['chainrollcom'], 'chainrollcom')
(1, 'Binance 11', ['binance'], 'binance')
(0, 'CoinChimp.com', ['coin'], 'coinchimp')
(1, 'huobi reserve wallets USDT', ['huobi'], 'huobi')
(0, 'aave_aWBTC', ['agave'], 'aave')
(1, 'instadapp_InstaTokenVesting', ['instadapp'], 'instadapp')
(1, 'UseCryptos.com', ['usecryptos'], 'usecryptos')
(1, 'uniswap_v3_pool_APE_ETH', ['uniswap'], 'uniswap')
(1, 'Viabtc', ['viabtc'], 'viabtc')
(0, 'fei_Fuse Pool 7 FEI PCV Deposit', ['depth'], 'feiprotocol')
(1, 'badger_devMultisig', ['badger'], 'badger')
(1, 'Bitexlive', ['bitexlive'], 'bitexlive')
(0, 'convex_cvxCRV', ['cone'], 'convex')
(1, 'curvefinance_Emergency-Token', ['curve'], 'curve')
(1, 'maker_MCD_JOIN_RWA001_A', ['maker'], 'maker')
(0, 'KuCoin 8', ['coin'], 'kucoin')
(1, 'SecondsTrade.com', ['secondstradecom'], 'secondstradecom')
(0, '1inch_walletAddress', ['instawalletorg'], '1inch')
(0, '1inch_AggregationRouterV4', ['jupiter'], '1inch')
(1, 'synthetix_ProxyiXRP', ['synthetix'], 'synthetix')
(0, 'harvestfinance_Sushiswap WETH:USDT Pool', ['sushiswap'], 'harvestfinance')
(0, 'bitfinex ATLAS hot wallet', ['bitcom'], 'bitfinex')
(0, 'Bitrue Coin (BTR)', ['coin'], 'bitrue')
(0, 'aave_IncentivesController', ['centrifuge'], 'aave')
(1, 'compound_cUSDT', ['compound'], 'compound')
(1, 'futureswap_Voting', ['futureswap'], 'futureswap')
(1, 'Coinbroker.io', ['coinbroker'], 'coinbroker')
(0, 'maker_RWA001_A_INPUT_CONDUIT', ['inputsio'], 'maker')
(1, 'uniswap_v3_pool_ETH_BTT', ['uniswap'], 'uniswap')
(1, 'harvestfinance_fCRV-USDN', ['harvestfinance'], 'harvestfinance')
(0, 'bitfinex Tether USDt (Tezos) hot wallet', ['bitcom'], 'bitfinex')
(1, 'synthetix_ProxyiXTZ', ['synthetix'], 'synthetix')
(1, 'synthetix_SynthsNIKKEI', ['synthetix'], 'synthetix')
(1, 'Gemini 3', ['gemini'], 'gemini')
(0, 'bitfinex ETH/ERC20 hot wallet', ['bitcom'], 'bitfinex')
(0, 'Btcc pool', ['dpool'], 'btccpool')
(1, 'vesper_vBetaETH-strategy-aaveMaker', ['vesper'], 'vesper')
(1, 'vesper_vsp', ['vesper'], 'vesper')
(0, 'Bitso.com', ['bitcom'], 'bitso')
(0, 'bitfinex Avalanche (C-Chain) hot wallet', ['chainex'], 'bitfinex')
(0, 'CoinArch.com', ['coin'], 'coinarch')
(1, 'bitfinex ETP/MVS cold wallet', ['bitfinex'], 'bitfinex')
(1, 'maker_VOTE_PROXY_FACTORY', ['maker'], 'maker')
(1, 'instadapp_UNISWAP-V3-A', ['instadapp'], 'instadapp')
(1, 'compound_cSAI', ['compound'], 'compound')
(1, 'curvefinance_HUSD-DepositHUSD', ['curve'], 'curve')
(0, 'nexus_Gateway', ['nex'], 'nexus')
(1, 'ePay.info', ['epayinfo'], 'epayinfo')
(1, 'synthetix_StakingRewardssEURCurve', ['synthetix'], 'synthetix')
(1, 'instadapp_AAVE-CLAIM-A', ['instadapp'], 'instadapp')
(0, 'harvestfinance_CRV-TBTC Pool', ['tbtc'], 'harvestfinance')
(1, 'AntPool', ['antpoolcom'], 'antpoolcom')
(1, 'curvefinance_sBTC-MetaImplementationBTC.vy', ['curve'], 'curve')
(0, 'aave_aAmmUniWBTCUSDC', ['agave'], 'aave')
(0, 'badger_SimpleTimelock', ['dgex'], 'badger')
(1, 'bitfinex Bitcoin Cash hot wallet', ['bitfinex'], 'bitfinex')
(0, 'curvefinance_USDT-LiquidityGauge', ['liquidityfinance'], 'curve')
(0, 'aave_variableDebtTokenAddress - aCRV', ['fluidtokens'], 'aave')
(1, 'maker_MCD_CLIP_CALC_MANA_A', ['maker'], 'maker')
(1, 'Remitano 2', ['remitano'], 'remitano')
(0, 'WhiteBIT', ['bitcom'], 'whitebit')
(1, 'instadapp_mainnet-v1-InstaMemory', ['instadapp'], 'instadapp')
(1, 'synthetix_FeePoolState', ['synthetix'], 'synthetix')
(1, 'Huobi: Old Address 1', ['huobi'], 'huobi')
(1, 'instadapp_REFINANCE-A', ['instadapp'], 'instadapp')
(0, 'swisborg reserve wallets', ['dovewallet'], 'swissborg')
(0, 'KuCoin 9', ['coin'], 'kucoin')
(1, 'synthetix_SynthsREN', ['synthetix'], 'synthetix')
(1, 'synthetix_SynthetixBridgeEscrow', ['synthetix'], 'synthetix')
(0, 'CoinMkt.com', ['coin'], 'coinmkt')
(1, 'harvestfinance_DAI Vault', ['harvestfinance'], 'harvestfinance')
(0, 'aave_stableDebtTokenAddress - aLINK', ['oklink'], 'aave')
(0, 'fei_Cream FEI PCV Deposit', ['scream'], 'feiprotocol')
(0, 'harvestfinance_Uniswap DPI:WETH Pool', ['uniswap'], 'harvestfinance')
(1, 'badger_SmartVesting', ['badger'], 'badger')
(1, 'Exchanging.ir', ['exchanging'], 'exchanging')
(1, 'Bitstamp 6', ['bitstamp'], 'bitstamp')
(1, 'harvestfinance_SWRV:FARM', ['harvestfinance'], 'harvestfinance')
(1, 'Bitcoin.de', ['bitcoinde'], 'bitcoinde')
(0, 'convex_Token Factory', ['cone'], 'convex')
(1, 'maker_MCD_CLIP_WBTC_A', ['maker'], 'maker')
(1, 'compound_cUSDCv3', ['compound'], 'compound')
(0, 'synthetix_ExchangeState', ['xexchange'], 'synthetix')
(1, 'Ice-Dice.com', ['ice-dicecom'], 'ice-dicecom')
(1, 'synthetix_CollateralErc20', ['synthetix'], 'synthetix')
(0, 'Bitfex (BFX)', ['bitcom'], 'bitfex')
(1, 'Binance 8', ['binance'], 'binance')
(1, 'Paribu 5', ['paribu'], 'paribu')
(0, 'Bithumb 3', ['bitcom'], 'bithumb')
(1, 'futureswap_FsToken', ['futureswap'], 'futureswap')
(1, 'BytePool', ['bytepool'], 'bytepool')
(1, 'Coinbene', ['coinbene'], 'coinbene')
(1, 'curvefinance_UST-DepositUST', ['curve'], 'curve')
(1, 'BitYes.com', ['bityes'], 'bityes')
(0, '0x_ZRXToken-v4', ['ren'], '0x')
(1, 'Huobi 26', ['huobi'], 'huobi')
(1, 'synthetix_SynthsFTSE', ['synthetix'], 'synthetix')
(0, 'aave_variableDebtTokenAddress-aAmmUniLINKWETH', ['oklink'], 'aave')
(1, 'Livecoin.net', ['livecoin'], 'livecoin')
(1, 'Bgogo Token', ['bgogo'], 'bgogo')
(1, 'WAYI.CN', ['wayicn'], 'wayicn')
(1, 'dydx_SoloMargin1', ['dydx'], 'dydx')
(0, 'curvefinance_IronBank-LiquidityGaugeV2', ['liquidityfinance'], 'curve')
(0, 'fei_EthPCVDepositAdapter', ['citadao'], 'feiprotocol')
(1, 'uniswap_v3_pool_1INCH_USDC', ['uniswap'], 'uniswap')
(1, 'Just-Dice.com', ['just-dicecom'], 'just-dicecom')
(0, 'Bitfinex 8', ['bitcom'], 'bitfinex')
(1, 'BTCLend.org', ['btclendorg'], 'btclendorg')
(0, 'KuCoin Token (KCS)', ['coin'], 'kucoin')
(1, 'compound_Proposal72PriceFeed', ['compound'], 'compound')
(1, 'sushiswap_KashiPairMediumRisk', ['sushiswap'], 'sushiswap')
(0, '0x_Staking-v3', ['bitindi'], '0x')
(1, 'harvestfinance_SUSHI:FARM', ['harvestfinance'], 'harvestfinance')
(1, 'vesper_VDAI-strategy-compound', ['vesper'], 'vesper')
(0, 'Bitfinex: Deployer 5', ['nex'], 'bitfinex')
(1, 'Gemini: Contract 1', ['gemini'], 'gemini')
(1, 'huobi reserve wallets TRX', ['huobi'], 'huobi')
(0, 'synthetix_Exchanger', ['xexchange'], 'synthetix')
(0, 'aave_stableDebtTokenAddress-aAmmUniMKRWETH', ['ssap'], 'aave')
(0, 'aave_rwa_PermissionManager', ['agave'], 'aave')
(1, 'compound_Base500bps_Slope1200bps', ['compound'], 'compound')
(0, 'bitfinex Polkadot hot wallet', ['bitcom'], 'bitfinex')
(0, 'Upbit 2', ['bitcom'], 'upbit')
(1, 'Cryptonex (CNX) (CNX)', ['cryptonex'], 'cryptonex')
(1, 'BlockTrades Exchange', ['blocktrades'], 'blocktrades')
(1, 'maker_PIP_UNI', ['maker'], 'maker')
(1, 'barnbridge_bb_crUSDC (Cream)', ['barnbridge'], 'barnbridge')
(0, 'bitfinex Tether USDt (Solana)', ['bitcom'], 'bitfinex')
(1, 'BitVC.com', ['bitvc'], 'bitvc')
(1, 'synthetix_TokenStatesCEX', ['synthetix'], 'synthetix')
(1, 'Poloniex: LOOM', ['poloniex'], 'poloniex')
(0, 'BitgetToken (BGB)', ['bitcom'], 'bitget')
(0, 'aave_aSNX', ['morphoaave'], 'aave')
(1, 'Binance 7', ['binance'], 'binance')
(0, 'bitfinex RBTC Cold Wallet', ['bitcom'], 'bitfinex')
(1, 'barnbridge_EPool Periphery', ['barnbridge'], 'barnbridge')
(1, 'badger_rewardsEscrow', ['badger'], 'badger')
(1, '796.com', ['796'], '796')
(1, 'maker_MCD_CLIP_CALC_ETH_C', ['maker'], 'maker')
(0, 'Bithumb 6', ['bitcom'], 'bithumb')
(1, 'Binance USD', ['binance'], 'binance')
(1, 'vesper_VVSP-strategy-vspStrategy', ['vesper'], 'vesper')
(1, 'maker_MCD_JOIN_PAXUSD_A', ['maker'], 'maker')
(0, 'AllCoin.com', ['pinballcoincom'], 'allcoincom')
(1, 'HitBTC 2', ['hitbtc'], 'hitbtc')
(1, 'synthetix_SynthiDEFI', ['synthetix'], 'synthetix')
(1, 'renvm_BTC-gateway', ['ren'], 'ren')
(1, 'harvestfinance_VWAP Bot', ['harvestfinance'], 'harvestfinance')
(1, 'curvefinance_UnderlyingBurner', ['curve'], 'curve')
(1, 'maker_GUSD', ['maker'], 'maker')
(0, 'maker_MCD_JOIN_KNC_A', ['coin'], 'maker')
(1, 'curvefinance_Y-StableSwapY', ['curve'], 'curve')
(1, 'maker_PROXY_REGISTRY', ['maker'], 'maker')
(1, 'compound_Pair_WBTC_ETH', ['compound'], 'compound')
(1, 'dydx_UsdcPriceOracle1', ['dydx'], 'dydx')
(1, 'dydx_DaiMigrator1', ['dydx'], 'dydx')
(1, 'synthetix_TokenStatesCOMP', ['synthetix'], 'synthetix')
(1, 'Huobi 30', ['huobi'], 'huobi')
(1, 'GDAC Exchange Token (GT)', ['gdac'], 'gdac')
(0, '0x_ERC721Proxy-v4', ['protofi'], '0x')
(1, 'compound_StdComptroller', ['compound'], 'compound')
(0, 'AdmiralCoin.com', ['coin'], 'admiralcoincom')
(1, 'Antimatter.Finance Governance Token (MATTER)', ['antimatter'], 'antimatter')
